Identifier,Company Name,Country of Exchange,"Company Market Cap(USD)","Historic P/E(FY0)","Total Debt to Total Equity, Percent(FY0)",Enterprise Value To EBITDA (Daily Time Series Ratio),Enterprise Value To Sales (Daily Time Series Ratio),P/E (Daily Time Series Ratio),Total Debt To Enterprise Value (Daily Time Series Ratio),"Enterprise Value (Daily Time Series)(USD)",Price To Book Value Per Share (Daily Time Series Ratio),"Quick Ratio(FY0)","Current Ratio(FY0)","Total Assets, Reported(FY0, USD)",Dividend yield,"Revenue(FY0, USD)","Net Income After Taxes(FY0, USD)","Capital Expenditures(FY0, USD)","Retained Earnings, TTM(FI0, USD)"
API.HN,Asia Pacific Investment JSC,Vietnam,11884174.72,39.92,0.04,,13.43,,0.48,15231583.11,0.64,2.11,2.13,25300053.33,,99596.38,438635.55,-1352239.63,-809830.85
EIB.HM,Vietnam Export Import Commercial Joint Stock Bank,Vietnam,638266276.7,344.29,0.23,17.36,1.48,362.74,0.24,571267350.7,1.1,,,5553811165,0,,1779092.53,-13168727.76,-15772637.44
CSC.HN,Thanh Nam Construction and Investment JSC,Vietnam,7474042.25,19.36,0.57,9.18,0.73,19.95,0.27,8922079.06,1.48,1.14,1.56,20221746.53,0.04,12970443.28,369590,-330235.96,325219.36
VIT.HN,Viglacera Tien Son JSC,Vietnam,15440386.68,7.32,2.02,6.35,1.05,7.74,0.6,35258588.82,1.87,0.2,0.64,30297558.7,0.07,30329428.6,1659438.95,-7921038.52,1700065.15
CVT.HN,CMC JSC,Vietnam,25263115.79,7.74,1.57,6.45,1.34,7.81,0.48,41374574.94,1.68,0.33,1,41449374.38,0.09,30258205.24,2787677.54,-11399029.19,3109941.32
TMX.HN,VICEM Cement Trading JSC,Vietnam,1396348.01,,0,-1.68,-0.01,3.67,,-505438.93,0.34,2.46,2.71,6362771.13,0.1,47264718.65,319032.4,-8607.65,381777.13
PHC.HN,Phuc Hung Holdings Construction JSC,Vietnam,3509122.56,5.89,1.54,9.02,0.3,6.21,0.86,14655426.96,0.43,0.64,1.19,33285294.17,0,54264641.35,663368.79,-1180433.89,582789.68
MSN.HM,Masan Group Corp,Vietnam,2305922503,39.48,2.14,12.13,2.38,30.67,0.42,3815382136,3.46,0.82,1.11,3196161032,0,1362473754,112422153,-171566948.4,77581746.32
VC9.HN,Construction JSC No 9,Vietnam,5234156.82,9.1,1.27,3.36,0.39,8.77,0.76,14517439.47,0.65,0.65,1.13,59406938.99,0.1,33589527,499004.46,-166315.66,
TH1.HN,Viet Nam National General Export Import JSC No1,Vietnam,6786579.45,,3.82,,0.8,,0.98,31711312.62,1,1.04,1.1,43503615.25,0,46950654.71,-5977664.69,-263165.33,-6834361.39
GDT.HM,DucThanh Wood Processing JSC,Vietnam,28897227.85,8.51,0.04,6.5,1.8,11.81,0.03,24153183.39,2.99,2.2,3.07,12817942.54,0.06,13156863.34,2738645.61,-186796.89,364466.9
TV3.HN,Power Engineering Consulting JSC 3,Vietnam,8624964.29,9,0,9.03,0.47,17.15,0,6237897.43,2.28,1.02,1.22,9902437.03,0.03,11597658.56,466202.61,-337008.89,469153.86
TIX.HM,Tan Binh Import Export Joint Stock Corp,Vietnam,36305048.34,6.47,0.24,7.3,2.87,8.68,0.22,26165103.29,1.23,1.83,3.05,53145342.03,0.06,8085412.92,3249793.47,-2916769.02,2067808.28
BXH.HN,Haiphong Packing VICEM JSC,Vietnam,1900723.42,11.24,0.66,5.06,0.37,6.94,0.41,3009277.8,0.76,1.31,1.51,5586923.25,0.08,7830929.96,238664.23,-46243.04,262960.65
BTP.HM,Ba Ria Thermal Power JSC,Vietnam,42229473.68,6.93,0.54,1.65,0.25,4.53,1.36,20464969.3,0.87,3.56,3.94,88645747.63,0.06,81449324.72,4269535.2,-1812671.39,8987781.66
MHL.HN,Minh Huu Lien JSC,Vietnam,1398637.73,,1.52,4.89,0.2,5.37,0.74,4249313.66,0.57,0.45,1.16,7823193.43,0,19636566.75,224858.63,-81020.3,324739.34
HVG.HM,Hung Vuong Corp,Vietnam,105674822.2,,3.04,12.43,0.51,42.82,0.8,476595773.6,0.9,0.7,1.13,659032542.8,0,574316871.9,5254011.66,-7271108.63,3088928.41
GLT.HN,Global Electrical Technologies Corp,Vietnam,13862239.37,10.12,0.4,6.69,1.37,12.52,0.14,11941483.98,3.06,1.54,1.74,9531452.61,0.04,8717410.11,1290557.21,-20510.44,1047105.89
PGD.HM,Petrovietnam Low Pressure Gas Distribution JSC,Vietnam,190919643.7,14.32,0.16,7.38,0.69,18.15,0.07,143669985.1,3.11,1.46,1.48,121117483.6,0.03,219536567,10597663.31,-17969759.83,10376838.81
TIE.HM,Telecommunications Industry Electronics JSC,Vietnam,5910518.26,8.44,0.44,,0.4,10.42,0.62,5410286.47,0.49,1.46,1.96,17891198.12,0.05,14273401.28,528556.7,-320244.44,543795.33
TTR.HNO,Tourism Trade and Investment JSC,Vietnam,553125.52,,0,,,,0,343488.95,0.55,5.2,5.2,935086.91,0.05,551421.09,-129446.72,2723.13,
DVP.HM,Dinhvu Port Investment & Development JSC,Vietnam,130683852.5,8.89,0.1,6.96,3.71,10.46,0.04,107796513.1,3.7,5.71,5.8,49612003.82,0.1,29005699.22,12503975.02,-2538843.65,4010573.07
TKC.HN,Tanky Construction Real Estate Trading Corp,Vietnam,6724456.14,16.11,0.6,7.25,0.41,15.93,0.4,9009977.48,1.14,0.9,1.15,23176118.91,0.03,19698545.06,366500.98,-628424.08,423362.77
VIG.HN,Vietnam Industrial Commercial Securities Corp,Vietnam,4582881.31,16.37,0.08,5.71,4.94,15.2,0.24,2223226.92,0.42,6.49,6.49,12612060,0,431920.42,296743.37,,302216.61
LM3.HNO,LILAMA 3 JSC,Vietnam,944996.42,,191.5,44.95,2.32,,0.97,22743291.93,-1.37,0.38,0.9,36426316.7,0,10232509.16,-1753051.42,0,
DID.HN,DIC Dong Tien JSC,Vietnam,1074113.86,,0.96,6.03,0.48,9.3,0.75,3658964.57,0.39,0.9,1.1,6470598.96,0,6967263.16,92224.78,-469289.52,116034.39
LIX.HM,Lix Detergent JSC,Vietnam,79752953.81,7.71,0.25,8.55,0.92,10.69,0.06,74345623.84,3.64,1.26,1.75,35235855.88,0.06,78171919.18,8068420.26,-1604614.8,7484657.61
ITD.HM,Innovative Technology Development Corp,Vietnam,20093799.43,6.99,0.22,5.87,0.81,9.17,0.19,21742008.07,1.87,1.29,1.69,26651805.21,0.04,28196773.81,2883968.01,-120034.99,2075926.58
AGR.HM,Agribank Securities Joint Stock Corp,Vietnam,27411379.51,,0,,-2.45,,,-16781227.3,0.32,48.48,48.48,92373133.88,,7508296.78,-8305424.52,-113824.09,-13571422.35
DNC.HN,Hai Phong Electricity Water Machine Assembly JSC,Vietnam,2864289.72,,0.18,3.96,0.34,6.21,0.15,2727047.82,1.8,0.98,1.13,3311223.79,0.09,7719898.75,355238.47,-53369.23,173632.87
PTP.HNO,Post Printing and Telecommunication Services JSC,Vietnam,3165055.5,,,,,,0.39,3360808.76,0.47,,,8152435.63,0.07,8447356.2,,-223141.61,
VNG.HM,Thanh Thanh Cong Tourist JSC,Vietnam,10414428.93,72.01,1.14,8.35,2.39,,0.35,20368343.89,1.94,0.5,0.67,17477368.14,0,3912766.76,97923.97,-1568524.95,-47071.01
SHN.HN,Ha Noi Investment General Corp,Vietnam,21611408.16,1.43,0.1,5.54,2.24,1,0.01,21019084.4,1.04,1.03,1.15,23945659.67,0,4215825.2,14612186.93,,15115118.65
V15.HNO,VINACONEX JSC No 15,Vietnam,313283.21,,4.23,,133.32,,0.96,4603535.14,0.94,0.64,1.05,11920213.64,,35796.9,-1363040.54,,-1884893.14
LO5.HN,Lilama 5 JSC,Vietnam,850340.14,15.31,3.52,27.26,0.79,12.43,1.07,10855747.87,0.26,0.66,1.04,21751798.34,0,13554840.54,69724.43,-78470.56,70798.35
VFG.HM,Viet Nam Fumigation JSC,Vietnam,59324611.08,6.76,0,5.17,0.61,8.83,0.04,55778042.59,1.84,0.93,1.74,57634982.75,0.04,89856553.93,6191144.82,-256348.05,3471986.45
SDG.HN,Sadico CanTho Joint Stock Corp,Vietnam,5236302.63,8.72,0.72,10.04,0.7,7.33,0.48,9743068.51,1.22,0.66,1.08,8417484.11,0.14,13493959.47,726457.69,-1460329.14,717216.49
HGM.HN,Ha Giang Mineral and Mechanics JSC,Vietnam,22620771.93,27.3,0,17.33,4.14,30.8,0,14961293.95,2.05,1.86,2.29,12235997.06,0.04,3789291.65,917209.69,-18181.92,640247.29
SQC.HNO,Sai Gon Quy Nhon Mining Corp,Vietnam,388973281.4,,0.04,,95.59,,0,390593276.1,,0.03,0.52,57287574.04,0,241851.79,-4106651.16,0,-5300234.78
WSS.HN,Wall Street Securities JSC,Vietnam,11706050.84,54.79,0,-10.17,-4.5,14.99,,-8883627.84,0.49,23.83,23.83,24239869.85,0,1806772.22,310397.36,-1957295.37,798631.88
DBM.HNO,Daklak Pharmaceutical Medical Equipment JSC,Vietnam,1955143.66,,,,,,0,390341.78,0.98,,,4249691.7,0.05,13164460.65,,-117409.22,
L44.HN,LILAMA 45.4 JSC,Vietnam,587808.81,101.87,2.64,,1.23,,0.93,7564580.46,0.51,0.29,1.13,16354596.45,0,6487437,7307.06,-10468.19,-1411306.13
DXG.HM,Dat Xanh Real Estate Service Contructions Corp,Vietnam,80780781.33,6.05,0.28,4.93,1.14,5.12,0.31,78723441.16,1.15,1.23,1.97,158956724.2,0,62033130.68,19822812.11,-916043.74,14798386.85
PGT.HN,PGT Holdings JSC,Vietnam,1654457.75,202.08,0,,-1.62,,,-416357.6,0.48,67.14,67.14,3732173.74,0,267523.51,10172.04,,-91689.08
MAC.HN,Marine Supply and Engineering Service JSC,Vietnam,7550689.04,4.69,0.11,9.2,1,5.46,0.07,6338751.61,1.03,2.21,2.59,8829798.25,0,5998901.47,637324.32,-504930.62,622034.58
TCL.HM,TanCang Logistics and Stevedoring JSC,Vietnam,27089084.66,7.95,0.11,3.77,0.83,7.67,0.07,29156646.82,1.17,0.98,0.99,37771114.4,,33355806.59,4015088.38,-4640660.39,3542492.48
ACC.HM,Becamex Asphalt & Concrete JSC,Vietnam,11860007.16,7.81,0.07,3.93,0.74,7.9,0.05,11750698.08,1.22,1.72,2.43,15238781.02,0.1,15572282.93,1796021.5,-453190.09,1500807.52
BMJ.HNO,Becamex Mineral JSC,Vietnam,3437164.34,,,,,,0.02,3466904.78,1.1,,,3854988.8,0.09,2135259.51,,-106664.19,
UDJ.HNO,Becamex Urban Development JSC,Vietnam,4187266.92,,,55.13,,,0,2540394.23,0.55,,,19656307.76,0.11,585932.79,,,
HST.HN,Hung Yen Book Publishing and Educational Equipment JSC,Vietnam,472964.73,,0.37,9.76,0.43,,0.4,719375.6,,0.76,0.82,1122940.63,0.06,1670154.51,24484.16,-67636.47,771.09
TMW.HNO,Tan Mai General Wood JSC,Vietnam,2503947.37,45.95,0.62,,,,0.52,4409574.5,0.5,0.58,0.93,9680691.58,0.1,12765153.21,109269.66,-95463.27,
SHI.HM,SonHa International Corp,Vietnam,23440218,6.03,1.27,5.72,0.62,5.45,0.66,62953409.07,0.75,0.56,1.21,79445990.21,0.04,98628028.8,3280075.1,-8033130.06,3036131.02
AMV.HN,American Vietnamese Biotech Inc,Vietnam,340883.46,,0.89,6.21,1.74,,0.6,704079.11,0.68,1.74,2.48,974709.79,0,358311.78,-29095.44,-16607.06,-6434.5
KSS.HM,Nari Hamico Minerals Joint Stock Corp,Vietnam,1769865.27,,2.8,24.63,7.59,,0.97,52520773.47,0.24,0.82,1.06,81663313.43,0,737588.4,-8931677.17,-870217.53,
VIX.HN,IB Securities JSC,Vietnam,23843677.55,4.92,0,0.22,0.12,4.93,0.44,917264.87,0.64,5.97,5.97,41793151.39,0.07,7391810.96,3269570.93,-383934.67,
V12.HN,Viet Nam Construction JSC No 12,Vietnam,3072520.59,6.5,0.97,9.75,0.3,9.87,0.59,6399603.24,0.79,0.87,1.1,22955189.07,0.1,24864216.25,398000.28,-350375.76,312816.61
CTD.HM,Cotec Construction JSC,Vietnam,385316900.1,10.36,0,6.7,0.44,10.44,0,298690933.9,2.51,1.19,1.42,347646617.8,0.03,608047876.2,32597982.8,-10775254.02,35539841.59
PTG.HNO,Phan Thiet Garment Import Export JSC,Vietnam,144247.65,,,,,,,-1108235.22,,,,6487950.18,2.86,12271536.4,,-167805.53,
ASM.HM,Sao Mai Group Corp,Vietnam,159462309.6,26.79,0.41,34.12,4.5,23.88,0.24,186078950.8,1.48,2.2,3.28,173865744.4,0,39173307,3819006.44,-12938516.62,4601729.11
TAG.HN,Tran Anh Digital World JSC,Vietnam,67739102.22,41.77,1.05,27.87,0.4,66.48,0.12,64434708.93,4.44,0.25,1.21,41763641.17,0.02,147805353,648890.79,-2310984.58,888740.19
LHC.HN,Lam Dong Investment and Hydraulic Construction JSC,Vietnam,8055853.92,4.98,0.13,3.25,0.65,8.04,0.08,12276244.39,1.08,1.36,1.66,17060740.34,0.06,18510392.09,1878610.33,-2640439.98,1029127.86
CMG.HM,CMC Corp,Vietnam,44173654.7,10.17,0.46,4.36,0.35,9.51,0.31,57483540.18,1.12,1.13,1.35,99024580.97,0,165877152,6262233.59,-11749616.78,4564433.99
KSB.HM,Binh Duong Mineral and Construction JSC,Vietnam,61264769.07,8.44,0,6.52,1.66,12.52,0,55997825.01,2.41,2.28,2.68,37321819.68,0.05,32817604.91,5574195.8,-2653935.19,4786757.64
TMT.HM,Tmt Motors Corp,Vietnam,59117114.95,8.32,3.07,7.33,0.69,7.54,0.47,103118371.1,3.27,0.1,1.07,88795068.58,0.1,149690755.1,8308598.65,-3306768.47,2363811.53
FDC.HM,Foreign Trade Development and Investment Corp of Ho Chi Minh City,Vietnam,33981143.48,9.19,0,21.95,24.2,16.01,0,33698676.99,1.6,4.93,4.93,25709930.31,0.12,1490771.23,2512225.17,,-1262109.17
CPC.HN,Cantho Pesticides JSC,Vietnam,3653285,7.17,0.37,4.86,0.41,7.07,0.2,3589749.44,1.07,1.73,2.6,5361685.4,0.1,8706123.1,506315.8,-132366.28,521528.58
INN.HN,Agriculture Printing and Packaging JSC,Vietnam,20687432.87,6.84,0.19,3.18,0.6,8.05,0.08,20966206.25,1.88,1.32,1.78,17695952.97,0.05,33940248.8,2624525.89,-3035805.07,1658109.92
BDB.HN,Binh Dinh Book and Equipment JSC,Vietnam,312573.34,,0,7,0.06,13.39,0,142878.32,0.57,1.81,3.65,679781.52,0.08,2409890.5,28063.4,-17940.84,23421.23
HDM.HNO,Hue Textile Garment JSC,Vietnam,14320249.19,6.66,1.82,,,,0.5,26521588.81,2.8,0.63,1.06,26966888.08,0.07,65872862.42,1960126.7,-2361846.93,
HDG.HM,Ha Do Group JSC,Vietnam,83144606.12,15.74,0.82,15.03,1.88,15.35,0.31,124475495.6,1.91,1.18,2.1,135897718.3,,65833062.47,6193311.4,-5522374.2,5487350.1
NT2.HM,PetroVietnam Power Nhon Trach 2 JSC,Vietnam,392686255.5,6.5,1.23,5.84,2.06,9.26,0.45,586294496.9,1.9,1.34,1.49,518001424.7,0.07,299352239.4,50784151.3,-224589.81,31558986.62
IHK.HNO,Aviation Printing JSC,Vietnam,833994.52,,,,,,0.11,419042.62,0.69,,,2336615.38,0.16,7760001.75,,-21169.56,
TVG.HNO,Transport Investment and Construction Consultant JSC,Vietnam,127167.23,1.33,1.57,,,,0.96,2459096.77,,0.85,1.18,6833191.29,0.71,4544503.95,94952.42,0,
APS.HN,Asia Pacific Securities JSC,Vietnam,5236305.05,18.24,0.01,-10.03,-2.01,67.81,,-3943625.26,0.33,3.92,3.92,21229915.06,,1924529.62,285345.51,,77501.91
VQC.HNO,Vinacomin Quacontrol JSC,Vietnam,2828279.2,,,1.15,0.18,11.58,0,736138.67,0.89,,,3851938.1,0.03,4142015.86,,-526497.75,
KDH.HM,Khang Dien House Trading and Investment JSC,Vietnam,183673469.4,10.36,0.89,22.16,5.01,9.71,0.38,322837847.6,1.25,1.73,7.46,379963091.9,0.03,46705534.16,12255540.84,-352501.29,13493502.65
TTG.HNO,Thanh Tri Garment JSC,Vietnam,327873.25,,,,,,0.86,619712.41,0.36,,,1565199.84,0.16,2475430.02,,-13036.72,
ADP.HNO,A Dong Paint JSC,Vietnam,15037553.26,3.81,0.15,,,,0.05,14046675.89,3,1.38,2.09,10126901.32,0.07,23469499.93,2339180.31,-1151552.27,
BTW.HNO,Ben Thanh Water Supply JSC,Vietnam,6702470.46,,,,,,0,2602588.9,0.99,,,8793776.13,0.04,17853306.42,,-1634507.92,
KBE.HNO,Kien Giang Book and Equipment JSC,Vietnam,771340.85,,,4.9,0.2,6.06,0.22,939912.74,0.87,,,1593641.11,0.14,4525522.34,,-3583.79,
TLG.HM,Thien Long Group Corp,Vietnam,149176623,19.26,0.3,10.19,1.65,19.1,0.07,144514086.9,3.88,1.33,2.37,57517716.84,0.02,83796334.1,8356671.99,-2120283.32,8285645.22
HFC.HNO,Hanoi Fuel JSC,Vietnam,1992481.2,,,,,,0.54,3786548.22,1.32,,,8158517.19,0.03,58723811.02,,-1072097.74,
TBT.HNO,Bentre Transportation Works Contruction JSC,Vietnam,103788.85,,,,,,,103900.45,,,,13552769.34,0,3060131.18,,-3658.99,
VBC.HN,Vinh Plastic and Bags JSC,Vietnam,7921560.64,5.59,1.02,7.69,0.44,6.34,0.43,13450603.13,1.72,0.88,1.24,12640805.64,0.12,29484534.54,1133926.14,-48549.93,1085474.7
STG.HM,South Logistics JSC,Vietnam,21832454.11,15.91,2.5,19.47,1.38,10.56,0.44,58708051.67,1.5,5.64,5.69,29893745.29,,44955366.46,1128819.69,-343306.98,1412194.09
PTH.HNO,Petrolimex Hatay Transportation and Service JSC,Vietnam,587182.24,,,1.4,0.02,4.07,1.11,840173.88,0.46,,,3794927.76,0.12,35487166.19,,-463442.66,49091.3
PSB.HNO,Sao Mai Ben Dinh Petroleum Investment JSC,Vietnam,8950948.8,1685.57,0,-78.51,-2.82,,,-11371213.36,0.35,8.21,8.61,37895399.2,0,8931408.55,6465.81,-284307.11,17359.37
DL1.HN,Duc Long Gia Lai Investment & Development of Public Project Service JSC,Vietnam,7083513.35,9.94,0.08,18.2,8.08,6.64,0.02,7174773.66,0.64,9.15,9.15,2445460.66,0,916174.46,188443.99,-18213.65,221052.15
CTI.HM,CuongThuan Idico Development Investment Corp,Vietnam,42091832.91,9.99,5.34,11.57,3.89,14.03,0.72,144723737.9,2.09,0.41,0.53,145956368.3,0.06,36908064.78,3263110.95,-38492991.95,1362145.87
SDB.HNO,Song Da 207 JSC,Vietnam,836913.71,,,61.79,0.92,,0.92,9866133.44,1.68,,,33821792.6,0,15518545.65,,-15640.82,-886346.78
NDC.HNO,Nam Duoc JSC,Vietnam,7626208.38,,,,,,0.05,7158380.14,1.39,,,7024796.52,0.07,9577827.23,,-17214.9,
CMT.HM,Information and Networking Technology JSC,Vietnam,4335339.29,14.37,0.49,3.52,0.26,10.29,0.5,5772563.09,0.72,1.07,1.75,13323086.6,0,21663519.52,356343.08,-1226556.94,356343.08
APC.HM,An Phu Irradiation JSC,Vietnam,8939649.21,8.26,0.14,3.96,2.01,7.41,0.1,9277202.36,1.03,1.18,1.18,10361249.14,0.03,4531183.15,1214267.46,-168696.83,974372.47
DGT.HNO,Dona Transportation Construction JSC,Vietnam,732841.03,,,11.13,0.91,9.54,0.92,5558071.96,0.34,,,17199135.21,0.05,9130844.13,,-357103.02,
CKV.HN,Cokyvina JSC,Vietnam,2824342.11,15.85,0.29,6.88,0.29,19.83,0.75,2312501.27,0.72,1.19,1.35,9217976.6,0.05,8881047.07,196056.46,-7066.9,139299.56
TLH.HM,Tien Len Steel Corporation JSC,Vietnam,36112601.63,,1.01,72.17,0.37,,0.55,62262881.56,0.81,0.46,1.25,80598647.26,0,159709439.6,-7698372.99,-2300974.22,-3089671.41
QHD.HN,Viet Duc Welding Electrode JSC,Vietnam,13827774.91,6.5,0.03,5.46,0.93,8.14,0,13225478.63,3.46,1.1,1.8,6042061.19,0.03,13717451.8,1440780.08,-700333.98,1711337.15
L35.HN,Lilama Erection Mechanical JSC,Vietnam,803721.47,8.33,1.49,5.78,0.33,7.83,1.5,2796454.93,0.38,0.95,1.22,9480694.2,0.07,8038714.23,113510.44,-50233.43,102079.1
PHH.HNO,Hongha Vietnam JSC,Vietnam,6642499.1,,0.57,24.79,0.49,2081.77,0.56,11713000.42,0.55,0.8,1.22,53819482.11,0,45311404.32,298252.69,-1207170.82,-217627.27
VND.HN,VNDIRECT Securities Corp,Vietnam,84585217.11,10.32,0.88,10.42,3.02,12.12,1.41,72490755.05,0.99,1.72,1.72,206028521.5,0.04,23759936.75,8086168.61,-471908.54,4333245.13
LHG.HM,Long Hau Corp,Vietnam,27766808.33,6.43,0.2,7.68,1.85,7.27,0.21,20153055.49,0.99,1.2,1.87,61335124.81,0.06,10330419.12,3095912.77,-149675.23,2351680.82
SDE.HN,Song Da Electrical Engineering JSC,Vietnam,219435.09,,0.26,,0.25,,0.79,206467.84,0.34,0.96,1.01,3016785.13,0,727602.99,-434914.28,0,-371274.36
BTT.HM,Ben Thanh Trading & Service JSC,Vietnam,14990732.26,14.38,0.05,7.54,0.79,11.46,0.05,12386932.56,1.18,1.59,2.37,16622168.01,0.05,14851492.34,1702780.83,-1437974.99,950061.85
SPD.HNO,DaNang Seaproducts Import Export Corp,Vietnam,4189044.04,,,,,,0.79,15903182.85,0.63,,,16244691.34,0.1,58503184.41,,-160196.23,
DNS.HNO,Da Nang Steel JSC,Vietnam,8216971,,,,,,,,,,,,0,,,,
TNB.HNO,Nha Be Steel JSC,Vietnam,9472341.57,3.61,0.06,3.93,0.25,4.66,0.4,14357028.19,0.99,0.98,2.3,13313715.9,0,54920210.28,2508945.41,-239596.27,2508945.41
APG.HN,AnPhat Securities JSC,Vietnam,5691535.09,2.51,0,1.52,1.19,5.22,0,1670845.97,0.89,8.44,8.44,6852882.62,,1433175.57,1079464.36,0,1047655.6
DAG.HM,Dong A Plastic Group JSC,Vietnam,21601613.81,6.84,0.63,6.96,0.51,8.05,0.28,29424961.13,1.02,0.88,2.03,42260007.75,0.04,55782954.67,1796887.12,-4508301.37,1903227.56
VNH.HM,Viet Nhat Seafood Corp,Vietnam,394977.54,,0.95,,,,0.78,1738764.5,0.29,0.99,1.96,3055683.89,0,485516.67,-311246.18,,-315181.86
PVL.HN,Petroleum Real Estate JSC,Vietnam,5594343,,0.12,,,,0.23,6855260.64,0.39,0.9,0.9,39611029.1,0,20918.16,-1045774.43,,-1195736.76
PPI.HM,Pacific Infrastructure Project Development and Investment Corp,Vietnam,10806173.69,6.2,0.79,10.02,1.39,4.49,0.6,27401806.46,0.45,0.94,1,57758957.18,,19541716.15,1282196.13,-748415.07,1652364.63
VES.HNO,Me Ca Vneco Investment and Electricity Construction JSC,Vietnam,604692.53,,,,,,0.87,2291517.62,0.18,,,8323779.65,0,330049.28,,-37526.49,
HIG.HNO,HIPT Group JSC,Vietnam,6627868.15,,,3.92,0.07,28.14,0,1585737.5,0.42,,,26824319.34,0.09,25426486.97,,-40589.9,
PSP.HNO,Dinh Vu Petroleum Services Port JSC,Vietnam,12587271.75,13.37,0.4,5.28,1.68,16.06,0.45,18278828.56,1.13,1.46,1.6,31542368.57,0,12288529.76,1503272.17,-3806723.59,1277781.35
TGP.HNO,Truong Phu JSC,Vietnam,1432151.81,24.28,8.26,,,,,-18349830.81,0.3,0.96,1.03,70027115.01,0.04,61011347.5,65918.29,-229061.07,
CCI.HM,CuChi Commercial and Industrial Developing Investment JSC,Vietnam,8400010,6.95,0,-2.56,-0.18,10.09,,-2805876.88,0.75,9.38,9.58,26851427.73,0.11,16562756.55,1017748.79,-64901.82,232369.02
DDN.HNO,Danang Pharmaceutical Medical Equipment JSC,Vietnam,6766917.29,,,,,,0.9,10467927.57,1.72,,,40723290.11,0,81513219.65,,-65916.53,
STS.HNO,Saigon Transport Agency JSC,Vietnam,5971547.27,,,19.94,2.12,47.78,0.03,5723089.61,2.99,,,3283433.15,,3248477.48,,0,
ACE.HNO,An Giang Centrifugal Concrete JSC,Vietnam,4096107.68,3.55,0.26,,,,0.24,5119424.66,1.66,1.28,1.73,5950459.5,0.06,11268742.57,830368.34,-231328.3,
CFC.HNO,Cafico Vietnam Corp,Vietnam,1137409.24,13.19,0.24,,,,0.71,1475973.23,0.71,1.72,2.65,2292598.95,0.06,5734154.71,57489.57,-88911.01,
CT3.HNO,Project 3 Construction & Investment JSC,Vietnam,3938417.47,,,,,,0.62,7436027.62,0.64,,,30780033.85,0.14,24937034.56,,-397148.68,
BTG.HNO,Tien Giang Packaging JSC,Vietnam,239661.65,,,,,,,-247668.84,,,,1094188.97,0.18,2880849.98,,-12171.75,
IME.HNO,Mechanical and Industrial construction JSC,Vietnam,6573481.85,,,,,,0,6101658.54,3.04,,,4656601.99,0.09,7492203.93,,-314564.96,
VHF.HNO,Vinh Ha Food Processing and Construction JSC,Vietnam,6446920.87,,,,,,,,,,,,0,,,,
HDO.HN,Hung Dao Container JSC,Vietnam,1790801.71,22.09,0.84,5.83,0.69,44.7,0.71,5968010.69,0.36,0.43,1.39,15609459.74,0,9843247.18,59676.24,-68461.34,41696.71
VKD.HNO,Khanh Hoa Mineral Water JSC,Vietnam,10204081.63,,,,,,0,9173757.26,2.23,,,4171896.36,,7283508.5,,-275894.58,
VPC.HNO,Viet Nam Power Investment and Development JSC,Vietnam,276919.98,,,,4.14,,0.84,1892083.51,0.17,,,3684174.9,0,582373.87,,-107062.5,
PPP.HN,Phong Phu Pharmaceutical JSC,Vietnam,2416756.18,10.45,0.74,6.42,0.7,8.5,0.44,3277455.05,0.76,0.71,1.12,5223254.01,0.07,4417872.41,214072.21,-24963.44,222082.59
IJC.HM,Becamex Infrastructure Development JSC,Vietnam,107989250.8,17.21,0.63,17.95,6.25,23.99,0.45,186852223.2,0.8,0.48,2.4,326099202.5,0.09,30522828.15,5427986.62,-314792.18,-4992990.8
